filename,width,height,n_frames,fps
v_PullUps_g15_c03.avi,320,240,207,29.97002997002997
v_PullUps_g11_c03.avi,320,240,91,29.97002997002997
v_PullUps_g19_c04.avi,320,240,104,29.97002997002997
v_PullUps_g16_c01.avi,320,240,132,29.97002997002997
v_PullUps_g12_c01.avi,320,240,82,29.97002997002997
v_PullUps_g08_c02.avi,320,240,103,29.97002997002997
v_PullUps_g04_c02.avi,320,240,142,29.97002997002997
v_PullUps_g14_c03.avi,320,240,86,29.97002997002997
v_PullUps_g10_c03.avi,320,240,199,29.97002997002997
v_PullUps_g18_c04.avi,320,240,163,29.97002997002997
v_PullUps_g10_c04.avi,320,240,102,29.97002997002997
v_PullUps_g18_c03.avi,320,240,161,29.97002997002997
v_PullUps_g23_c02.avi,320,240,190,29.97002997002997
v_PullUps_g14_c04.avi,320,240,86,29.97002997002997
v_PullUps_g17_c01.avi,320,240,164,29.97002997002997
v_PullUps_g13_c01.avi,320,240,93,29.97002997002997
v_PullUps_g25_c01.avi,320,240,92,29.97002997002997
v_PullUps_g21_c01.avi,320,240,165,29.97002997002997
v_PullUps_g02_c01.avi,320,240,122,29.97002997002997
v_PullUps_g06_c01.avi,320,240,84,29.97002997002997
v_PullUps_g22_c04.avi,320,240,144,29.97002997002997
v_PullUps_g15_c02.avi,320,240,197,29.97002997002997
v_PullUps_g11_c02.avi,320,240,114,29.97002997002997
v_PullUps_g19_c02.avi,320,240,102,29.97002997002997
v_PullUps_g22_c03.avi,320,240,106,29.97002997002997
v_PullUps_g05_c04.avi,320,240,144,29.97002997002997
v_PullUps_g09_c03.avi,320,240,105,29.97002997002997
v_PullUps_g01_c04.avi,320,240,157,29.97002997002997
v_PullUps_g09_c04.avi,320,240,99,29.97002997002997
v_PullUps_g01_c03.avi,320,240,181,29.97002997002997
v_PullUps_g05_c03.avi,320,240,108,29.97002997002997
v_PullUps_g16_c03.avi,320,240,142,29.97002997002997
v_PullUps_g12_c03.avi,320,240,69,29.97002997002997
v_PullUps_g12_c04.avi,320,240,79,29.97002997002997
v_PullUps_g25_c02.avi,320,240,110,29.97002997002997
v_PullUps_g21_c02.avi,320,240,177,29.97002997002997
v_PullUps_g16_c04.avi,320,240,144,29.97002997002997
v_PullUps_g02_c02.avi,320,240,176,29.97002997002997
v_PullUps_g06_c02.avi,320,240,87,29.97002997002997
v_PullUps_g19_c01.avi,320,240,111,29.97002997002997
v_PullUps_g15_c01.avi,320,240,165,29.97002997002997
v_PullUps_g11_c01.avi,320,240,95,29.97002997002997
v_PullUps_g04_c01.avi,320,240,141,29.97002997002997
v_PullUps_g08_c01.avi,320,240,96,29.97002997002997
v_PullUps_g23_c01.avi,320,240,178,29.97002997002997
v_PullUps_g07_c04.avi,320,240,93,29.97002997002997
v_PullUps_g03_c04.avi,320,240,249,29.97002997002997
v_PullUps_g03_c03.avi,320,240,203,29.97002997002997
v_PullUps_g07_c03.avi,320,240,93,29.97002997002997
v_PullUps_g20_c04.avi,320,240,189,29.97002997002997
v_PullUps_g17_c02.avi,320,240,186,29.97002997002997
v_PullUps_g13_c02.avi,320,240,82,29.97002997002997
v_PullUps_g24_c04.avi,320,240,198,29.97002997002997
v_PullUps_g24_c03.avi,320,240,181,29.97002997002997
v_PullUps_g20_c03.avi,320,240,197,29.97002997002997
v_PullUps_g09_c01.avi,320,240,107,29.97002997002997
v_PullUps_g01_c01.avi,320,240,167,29.97002997002997
v_PullUps_g05_c01.avi,320,240,174,29.97002997002997
v_PullUps_g22_c01.avi,320,240,106,29.97002997002997
v_PullUps_g02_c03.avi,320,240,131,29.97002997002997
v_PullUps_g06_c03.avi,320,240,98,29.97002997002997
v_PullUps_g06_c04.avi,320,240,170,29.97002997002997
v_PullUps_g02_c04.avi,320,240,178,29.97002997002997
v_PullUps_g25_c03.avi,320,240,67,29.97002997002997
v_PullUps_g21_c03.avi,320,240,183,29.97002997002997
v_PullUps_g21_c04.avi,320,240,193,29.97002997002997
v_PullUps_g16_c02.avi,320,240,134,29.97002997002997
v_PullUps_g12_c02.avi,320,240,73,29.97002997002997
v_PullUps_g25_c04.avi,320,240,79,29.97002997002997
v_PullUps_g13_c04.avi,320,240,81,29.97002997002997
v_PullUps_g24_c02.avi,320,240,192,29.97002997002997
v_PullUps_g20_c02.avi,320,240,217,29.97002997002997
v_PullUps_g17_c04.avi,320,240,226,29.97002997002997
v_PullUps_g17_c03.avi,320,240,202,29.97002997002997
v_PullUps_g13_c03.avi,320,240,78,29.97002997002997
v_PullUps_g03_c02.avi,320,240,208,29.97002997002997
v_PullUps_g07_c02.avi,320,240,128,29.97002997002997
v_PullUps_g14_c01.avi,320,240,79,29.97002997002997
v_PullUps_g10_c01.avi,320,240,142,29.97002997002997
v_PullUps_g18_c01.avi,320,240,155,29.97002997002997
v_Billiards_g06_c04.avi,320,240,299,25.0
v_Billiards_g02_c04.avi,320,240,356,25.0
v_Billiards_g02_c03.avi,320,240,392,25.0
v_Billiards_g06_c03.avi,320,240,370,25.0
v_Billiards_g21_c04.avi,320,240,242,25.0
v_Billiards_g16_c02.avi,320,240,225,25.0
v_Billiards_g12_c02.avi,320,240,304,25.0
v_Billiards_g25_c04.avi,320,240,295,25.0
v_Billiards_g12_c05.avi,320,240,142,25.0
v_Billiards_g25_c03.avi,320,240,241,25.0
v_Billiards_g21_c03.avi,320,240,452,25.0
v_Billiards_g16_c05.avi,320,240,405,25.0
v_Billiards_g01_c01.avi,320,240,274,25.0
v_Billiards_g09_c06.avi,320,240,222,25.0
v_Billiards_g05_c01.avi,320,240,365,25.0
v_Billiards_g05_c06.avi,320,240,359,25.0
v_Billiards_g01_c06.avi,320,240,298,25.0
v_Billiards_g09_c01.avi,320,240,220,25.0
v_Billiards_g11_c07.avi,320,240,281,25.0
v_Billiards_g22_c01.avi,320,240,187,25.0
v_Billiards_g15_c07.avi,320,240,334,25.0
v_Billiards_g19_c07.avi,320,240,382,25.0
v_Billiards_g18_c01.avi,320,240,146,25.0
v_Billiards_g14_c06.avi,320,240,293,25.0
v_Billiards_g14_c01.avi,320,240,273,25.0
v_Billiards_g18_c06.avi,320,240,242,25.0
v_Billiards_g10_c01.avi,320,240,334,25.0
v_Billiards_g04_c07.avi,320,240,191,25.0
v_Billiards_g17_c03.avi,320,240,402,25.0
v_Billiards_g13_c03.avi,320,240,298,25.0
v_Billiards_g24_c05.avi,320,240,235,25.0
v_Billiards_g13_c04.avi,320,240,245,25.0
v_Billiards_g24_c02.avi,320,240,256,25.0
v_Billiards_g20_c02.avi,320,240,290,25.0
v_Billiards_g17_c04.avi,320,240,296,25.0
v_Billiards_g03_c05.avi,320,240,287,25.0
v_Billiards_g03_c02.avi,320,240,383,25.0
v_Billiards_g07_c02.avi,320,240,258,25.0
v_Billiards_g15_c01.avi,320,240,330,25.0
v_Billiards_g19_c06.avi,320,240,249,25.0
v_Billiards_g11_c01.avi,320,240,256,25.0
v_Billiards_g19_c01.avi,320,240,288,25.0
v_Billiards_g11_c06.avi,320,240,367,25.0
v_Billiards_g15_c06.avi,320,240,298,25.0
v_Billiards_g09_c07.avi,320,240,217,25.0
v_Billiards_g12_c04.avi,320,240,235,25.0
v_Billiards_g25_c02.avi,320,240,272,25.0
v_Billiards_g21_c02.avi,320,240,306,25.0
v_Billiards_g16_c04.avi,320,240,294,25.0
v_Billiards_g21_c05.avi,320,240,362,25.0
v_Billiards_g16_c03.avi,320,240,258,25.0
v_Billiards_g12_c03.avi,320,240,428,25.0
v_Billiards_g25_c05.avi,320,240,297,25.0
v_Billiards_g02_c02.avi,320,240,313,25.0
v_Billiards_g06_c02.avi,320,240,346,25.0
v_Billiards_g06_c05.avi,320,240,261,25.0
v_Billiards_g02_c05.avi,320,240,399,25.0
v_Billiards_g03_c03.avi,320,240,275,25.0
v_Billiards_g07_c03.avi,320,240,273,25.0
v_Billiards_g07_c04.avi,320,240,281,25.0
v_Billiards_g03_c04.avi,320,240,270,25.0
v_Billiards_g13_c05.avi,320,240,241,25.0
v_Billiards_g24_c03.avi,320,240,303,25.0
v_Billiards_g20_c03.avi,320,240,229,25.0
v_Billiards_g17_c05.avi,320,240,340,25.0
v_Billiards_g20_c04.avi,320,240,217,25.0
v_Billiards_g17_c02.avi,320,240,274,25.0
v_Billiards_g13_c02.avi,320,240,287,25.0
v_Billiards_g24_c04.avi,320,240,318,25.0
v_Billiards_g04_c06.avi,320,240,297,25.0
v_Billiards_g08_c01.avi,320,240,319,25.0
v_Billiards_g08_c06.avi,320,240,330,25.0
v_Billiards_g04_c01.avi,320,240,174,25.0
v_Billiards_g18_c07.avi,320,240,260,25.0
v_Billiards_g23_c01.avi,320,240,309,25.0
v_Billiards_g14_c07.avi,320,240,202,25.0
v_Billiards_g17_c01.avi,320,240,276,25.0
v_Billiards_g13_c01.avi,320,240,238,25.0
v_Billiards_g13_c06.avi,320,240,300,25.0
v_Billiards_g08_c05.avi,320,240,323,25.0
v_Billiards_g04_c02.avi,320,240,299,25.0
v_Billiards_g04_c05.avi,320,240,234,25.0
v_Billiards_g08_c02.avi,320,240,353,25.0
v_Billiards_g18_c03.avi,320,240,181,25.0
v_Billiards_g10_c04.avi,320,240,344,25.0
v_Billiards_g23_c02.avi,320,240,319,25.0
v_Billiards_g14_c04.avi,320,240,234,25.0
v_Billiards_g14_c03.avi,320,240,230,25.0
v_Billiards_g18_c04.avi,320,240,217,25.0
v_Billiards_g10_c03.avi,320,240,355,25.0
v_Billiards_g19_c02.avi,320,240,312,25.0
v_Billiards_g11_c05.avi,320,240,318,25.0
v_Billiards_g22_c03.avi,320,240,294,25.0
v_Billiards_g15_c05.avi,320,240,246,25.0
v_Billiards_g22_c04.avi,320,240,176,25.0
v_Billiards_g15_c02.avi,320,240,271,25.0
v_Billiards_g19_c05.avi,320,240,379,25.0
v_Billiards_g11_c02.avi,320,240,241,25.0
v_Billiards_g01_c03.avi,320,240,395,25.0
v_Billiards_g09_c04.avi,320,240,287,25.0
v_Billiards_g05_c03.avi,320,240,592,25.0
v_Billiards_g05_c04.avi,320,240,374,25.0
v_Billiards_g01_c04.avi,320,240,189,25.0
v_Billiards_g09_c03.avi,320,240,209,25.0
v_Billiards_g21_c06.avi,320,240,266,25.0
v_Billiards_g25_c06.avi,320,240,307,25.0
v_Billiards_g12_c07.avi,320,240,372,25.0
v_Billiards_g25_c01.avi,320,240,192,25.0
v_Billiards_g21_c01.avi,320,240,258,25.0
v_Billiards_g02_c06.avi,320,240,336,25.0
v_Billiards_g02_c01.avi,320,240,336,25.0
v_Billiards_g06_c01.avi,320,240,251,25.0
v_Billiards_g23_c04.avi,320,240,346,25.0
v_Billiards_g14_c02.avi,320,240,259,25.0
v_Billiards_g18_c05.avi,320,240,178,25.0
v_Billiards_g10_c02.avi,320,240,337,25.0
v_Billiards_g18_c02.avi,320,240,247,25.0
v_Billiards_g10_c05.avi,320,240,327,25.0
v_Billiards_g23_c03.avi,320,240,290,25.0
v_Billiards_g14_c05.avi,320,240,295,25.0
v_Billiards_g04_c04.avi,320,240,279,25.0
v_Billiards_g08_c03.avi,320,240,319,25.0
v_Billiards_g08_c04.avi,320,240,196,25.0
v_Billiards_g04_c03.avi,320,240,268,25.0
v_Billiards_g13_c07.avi,320,240,295,25.0
v_Billiards_g24_c01.avi,320,240,201,25.0
v_Billiards_g20_c01.avi,320,240,293,25.0
v_Billiards_g24_c06.avi,320,240,279,25.0
v_Billiards_g03_c01.avi,320,240,213,25.0
v_Billiards_g07_c01.avi,320,240,316,25.0
v_Billiards_g02_c07.avi,320,240,392,25.0
v_Billiards_g12_c06.avi,320,240,223,25.0
v_Billiards_g21_c07.avi,320,240,231,25.0
v_Billiards_g16_c01.avi,320,240,238,25.0
v_Billiards_g12_c01.avi,320,240,331,25.0
v_Billiards_g25_c07.avi,320,240,251,25.0
v_Billiards_g05_c05.avi,320,240,303,25.0
v_Billiards_g01_c05.avi,320,240,352,25.0
v_Billiards_g09_c02.avi,320,240,369,25.0
v_Billiards_g01_c02.avi,320,240,383,25.0
v_Billiards_g09_c05.avi,320,240,242,25.0
v_Billiards_g05_c02.avi,320,240,481,25.0
v_Billiards_g22_c05.avi,320,240,134,25.0
v_Billiards_g15_c03.avi,320,240,236,25.0
v_Billiards_g19_c04.avi,320,240,92,25.0
v_Billiards_g11_c03.avi,320,240,250,25.0
v_Billiards_g19_c03.avi,320,240,212,25.0
v_Billiards_g11_c04.avi,320,240,290,25.0
v_Billiards_g22_c02.avi,320,240,166,25.0
v_Billiards_g15_c04.avi,320,240,270,25.0
v_Nunchucks_g02_c04.avi,320,240,245,25.0
v_Nunchucks_g06_c04.avi,320,240,212,25.0
v_Nunchucks_g06_c03.avi,320,240,210,25.0
v_Nunchucks_g02_c03.avi,320,240,277,25.0
v_Nunchucks_g25_c04.avi,320,240,192,25.0
v_Nunchucks_g12_c02.avi,320,240,170,25.0
v_Nunchucks_g16_c02.avi,320,240,167,25.0
v_Nunchucks_g21_c04.avi,320,240,187,25.0
v_Nunchucks_g21_c03.avi,320,240,174,25.0
v_Nunchucks_g25_c03.avi,320,240,198,25.0
v_Nunchucks_g12_c05.avi,320,240,152,25.0
v_Nunchucks_g05_c01.avi,320,240,226,25.0
v_Nunchucks_g01_c01.avi,320,240,265,25.0
v_Nunchucks_g09_c01.avi,320,240,286,25.0
v_Nunchucks_g22_c01.avi,320,240,145,25.0
v_Nunchucks_g18_c01.avi,320,240,280,25.0
v_Nunchucks_g10_c06.avi,320,240,166,25.0
v_Nunchucks_g18_c06.avi,320,240,255,25.0
v_Nunchucks_g10_c01.avi,320,240,176,25.0
v_Nunchucks_g14_c01.avi,320,240,302,25.0
v_Nunchucks_g08_c07.avi,320,240,247,25.0
v_Nunchucks_g24_c05.avi,320,240,213,25.0
v_Nunchucks_g13_c03.avi,320,240,321,25.0
v_Nunchucks_g17_c03.avi,320,240,253,25.0
v_Nunchucks_g17_c04.avi,320,240,261,25.0
v_Nunchucks_g20_c02.avi,320,240,178,25.0
v_Nunchucks_g24_c02.avi,320,240,206,25.0
v_Nunchucks_g13_c04.avi,320,240,323,25.0
v_Nunchucks_g03_c05.avi,320,240,252,25.0
v_Nunchucks_g07_c02.avi,320,240,255,25.0
v_Nunchucks_g03_c02.avi,320,240,251,25.0
v_Nunchucks_g11_c01.avi,320,240,205,25.0
v_Nunchucks_g15_c01.avi,320,240,249,25.0
v_Nunchucks_g15_c06.avi,320,240,320,25.0
v_Nunchucks_g19_c01.avi,320,240,197,25.0
v_Nunchucks_g11_c06.avi,320,240,291,25.0
v_Nunchucks_g16_c04.avi,320,240,184,25.0
v_Nunchucks_g21_c02.avi,320,240,168,25.0
v_Nunchucks_g25_c02.avi,320,240,186,25.0
v_Nunchucks_g12_c04.avi,320,240,163,25.0
v_Nunchucks_g25_c05.avi,320,240,211,25.0
v_Nunchucks_g12_c03.avi,320,240,177,25.0
v_Nunchucks_g16_c03.avi,320,240,167,25.0
v_Nunchucks_g21_c05.avi,320,240,199,25.0
v_Nunchucks_g06_c02.avi,320,240,220,25.0
v_Nunchucks_g02_c02.avi,320,240,236,25.0
v_Nunchucks_g02_c05.avi,320,240,292,25.0
v_Nunchucks_g07_c03.avi,320,240,151,25.0
v_Nunchucks_g03_c03.avi,320,240,251,25.0
v_Nunchucks_g03_c04.avi,320,240,250,25.0
v_Nunchucks_g07_c04.avi,320,240,247,25.0
v_Nunchucks_g17_c05.avi,320,240,303,25.0
v_Nunchucks_g20_c03.avi,320,240,272,25.0
v_Nunchucks_g24_c03.avi,320,240,200,25.0
v_Nunchucks_g13_c05.avi,320,240,296,25.0
v_Nunchucks_g24_c04.avi,320,240,210,25.0
v_Nunchucks_g13_c02.avi,320,240,306,25.0
v_Nunchucks_g17_c02.avi,320,240,261,25.0
v_Nunchucks_g20_c04.avi,320,240,286,25.0
v_Nunchucks_g08_c01.avi,320,240,255,25.0
v_Nunchucks_g04_c06.avi,320,240,251,25.0
v_Nunchucks_g04_c01.avi,320,240,261,25.0
v_Nunchucks_g08_c06.avi,320,240,258,25.0
v_Nunchucks_g23_c01.avi,320,240,208,25.0
v_Nunchucks_g03_c07.avi,320,240,244,25.0
v_Nunchucks_g13_c01.avi,320,240,286,25.0
v_Nunchucks_g17_c01.avi,320,240,240,25.0
v_Nunchucks_g17_c06.avi,320,240,275,25.0
v_Nunchucks_g13_c06.avi,320,240,278,25.0
v_Nunchucks_g04_c02.avi,320,240,261,25.0
v_Nunchucks_g08_c05.avi,320,240,250,25.0
v_Nunchucks_g08_c02.avi,320,240,247,25.0
v_Nunchucks_g04_c05.avi,320,240,268,25.0
v_Nunchucks_g14_c04.avi,320,240,329,25.0
v_Nunchucks_g23_c02.avi,320,240,255,25.0
v_Nunchucks_g18_c03.avi,320,240,239,25.0
v_Nunchucks_g10_c04.avi,320,240,173,25.0
v_Nunchucks_g18_c04.avi,320,240,255,25.0
v_Nunchucks_g10_c03.avi,320,240,172,25.0
v_Nunchucks_g14_c03.avi,320,240,308,25.0
v_Nunchucks_g23_c05.avi,320,240,242,25.0
v_Nunchucks_g15_c05.avi,320,240,277,25.0
v_Nunchucks_g22_c03.avi,320,240,171,25.0
v_Nunchucks_g19_c02.avi,320,240,201,25.0
v_Nunchucks_g11_c05.avi,320,240,153,25.0
v_Nunchucks_g11_c02.avi,320,240,195,25.0
v_Nunchucks_g15_c02.avi,320,240,258,25.0
v_Nunchucks_g22_c04.avi,320,240,167,25.0
v_Nunchucks_g05_c03.avi,320,240,205,25.0
v_Nunchucks_g01_c03.avi,320,240,235,25.0
v_Nunchucks_g09_c04.avi,320,240,157,25.0
v_Nunchucks_g01_c04.avi,320,240,230,25.0
v_Nunchucks_g09_c03.avi,320,240,146,25.0
v_Nunchucks_g05_c04.avi,320,240,216,25.0
v_Nunchucks_g25_c06.avi,320,240,186,25.0
v_Nunchucks_g21_c06.avi,320,240,184,25.0
v_Nunchucks_g21_c01.avi,320,240,169,25.0
v_Nunchucks_g25_c01.avi,320,240,190,25.0
v_Nunchucks_g02_c06.avi,320,240,297,25.0
v_Nunchucks_g06_c01.avi,320,240,318,25.0
v_Nunchucks_g02_c01.avi,320,240,292,25.0
v_Nunchucks_g18_c05.avi,320,240,230,25.0
v_Nunchucks_g10_c02.avi,320,240,162,25.0
v_Nunchucks_g14_c02.avi,320,240,240,25.0
v_Nunchucks_g23_c04.avi,320,240,245,25.0
v_Nunchucks_g23_c03.avi,320,240,241,25.0
v_Nunchucks_g18_c02.avi,320,240,272,25.0
v_Nunchucks_g10_c05.avi,320,240,162,25.0
v_Nunchucks_g08_c03.avi,320,240,250,25.0
v_Nunchucks_g04_c04.avi,320,240,258,25.0
v_Nunchucks_g04_c03.avi,320,240,258,25.0
v_Nunchucks_g08_c04.avi,320,240,253,25.0
v_Nunchucks_g17_c07.avi,320,240,302,25.0
v_Nunchucks_g20_c01.avi,320,240,171,25.0
v_Nunchucks_g24_c01.avi,320,240,210,25.0
v_Nunchucks_g13_c07.avi,320,240,308,25.0
v_Nunchucks_g07_c01.avi,320,240,255,25.0
v_Nunchucks_g03_c01.avi,320,240,252,25.0
v_Nunchucks_g03_c06.avi,320,240,251,25.0
v_Nunchucks_g12_c01.avi,320,240,176,25.0
v_Nunchucks_g16_c01.avi,320,240,176,25.0
v_Nunchucks_g09_c02.avi,320,240,276,25.0
v_Nunchucks_g05_c02.avi,320,240,209,25.0
v_Nunchucks_g01_c02.avi,320,240,261,25.0
v_Nunchucks_g09_c05.avi,320,240,138,25.0
v_Nunchucks_g19_c04.avi,320,240,298,25.0
v_Nunchucks_g11_c03.avi,320,240,156,25.0
v_Nunchucks_g15_c03.avi,320,240,302,25.0
v_Nunchucks_g15_c04.avi,320,240,284,25.0
v_Nunchucks_g22_c02.avi,320,240,145,25.0
v_Nunchucks_g19_c03.avi,320,240,295,25.0
v_Nunchucks_g11_c04.avi,320,240,211,25.0
v_MilitaryParade_g10_c02.avi,320,240,102,25.0
v_MilitaryParade_g18_c05.avi,320,240,135,25.0
v_MilitaryParade_g14_c02.avi,320,240,152,25.0
v_MilitaryParade_g23_c04.avi,320,240,135,25.0
v_MilitaryParade_g14_c05.avi,320,240,157,25.0
v_MilitaryParade_g23_c03.avi,320,240,118,25.0
v_MilitaryParade_g10_c05.avi,320,240,102,25.0
v_MilitaryParade_g18_c02.avi,320,240,146,25.0
v_MilitaryParade_g08_c03.avi,320,240,143,25.0
v_MilitaryParade_g04_c04.avi,320,240,89,25.0
v_MilitaryParade_g04_c03.avi,320,240,151,25.0
v_MilitaryParade_g08_c04.avi,320,240,122,25.0
v_MilitaryParade_g20_c01.avi,320,240,137,25.0
v_MilitaryParade_g24_c01.avi,320,240,103,25.0
v_MilitaryParade_g07_c01.avi,320,240,109,25.0
v_MilitaryParade_g03_c01.avi,320,240,108,25.0
v_MilitaryParade_g07_c06.avi,320,240,140,25.0
v_MilitaryParade_g25_c07.avi,320,240,128,25.0
v_MilitaryParade_g12_c01.avi,320,240,107,25.0
v_MilitaryParade_g16_c01.avi,320,240,99,25.0
v_MilitaryParade_g09_c02.avi,320,240,123,25.0
v_MilitaryParade_g01_c05.avi,320,240,149,25.0
v_MilitaryParade_g05_c02.avi,320,240,110,25.0
v_MilitaryParade_g09_c05.avi,320,240,109,25.0
v_MilitaryParade_g01_c02.avi,320,240,127,25.0
v_MilitaryParade_g11_c03.avi,320,240,139,25.0
v_MilitaryParade_g19_c04.avi,320,240,138,25.0
v_MilitaryParade_g15_c03.avi,320,240,138,25.0
v_MilitaryParade_g15_c04.avi,320,240,140,25.0
v_MilitaryParade_g22_c02.avi,320,240,125,25.0
v_MilitaryParade_g11_c04.avi,320,240,122,25.0
v_MilitaryParade_g19_c03.avi,320,240,126,25.0
v_MilitaryParade_g13_c01.avi,320,240,138,25.0
v_MilitaryParade_g17_c01.avi,320,240,148,25.0
v_MilitaryParade_g04_c02.avi,320,240,89,25.0
v_MilitaryParade_g08_c05.avi,320,240,78,25.0
v_MilitaryParade_g08_c02.avi,320,240,106,25.0
v_MilitaryParade_g14_c04.avi,320,240,107,25.0
v_MilitaryParade_g23_c02.avi,320,240,125,25.0
v_MilitaryParade_g10_c04.avi,320,240,89,25.0
v_MilitaryParade_g18_c03.avi,320,240,139,25.0
v_MilitaryParade_g10_c03.avi,320,240,122,25.0
v_MilitaryParade_g18_c04.avi,320,240,132,25.0
v_MilitaryParade_g14_c03.avi,320,240,146,25.0
v_MilitaryParade_g15_c05.avi,320,240,168,25.0
v_MilitaryParade_g22_c03.avi,320,240,142,25.0
v_MilitaryParade_g11_c05.avi,320,240,118,25.0
v_MilitaryParade_g19_c02.avi,320,240,138,25.0
v_MilitaryParade_g11_c02.avi,320,240,136,25.0
v_MilitaryParade_g19_c05.avi,320,240,135,25.0
v_MilitaryParade_g15_c02.avi,320,240,163,25.0
v_MilitaryParade_g22_c04.avi,320,240,115,25.0
v_MilitaryParade_g05_c03.avi,320,240,85,25.0
v_MilitaryParade_g09_c04.avi,320,240,105,25.0
v_MilitaryParade_g01_c03.avi,320,240,121,25.0
v_MilitaryParade_g09_c03.avi,320,240,97,25.0
v_MilitaryParade_g01_c04.avi,320,240,118,25.0
v_MilitaryParade_g05_c04.avi,320,240,105,25.0
v_MilitaryParade_g25_c06.avi,320,240,123,25.0
v_MilitaryParade_g21_c01.avi,320,240,101,25.0
v_MilitaryParade_g25_c01.avi,320,240,127,25.0
v_MilitaryParade_g06_c01.avi,320,240,144,25.0
v_MilitaryParade_g02_c01.avi,320,240,93,25.0
v_MilitaryParade_g11_c01.avi,320,240,111,25.0
v_MilitaryParade_g19_c06.avi,320,240,138,25.0
v_MilitaryParade_g15_c01.avi,320,240,144,25.0
v_MilitaryParade_g15_c06.avi,320,240,138,25.0
v_MilitaryParade_g19_c01.avi,320,240,141,25.0
v_MilitaryParade_g01_c07.avi,320,240,141,25.0
v_MilitaryParade_g09_c07.avi,320,240,126,25.0
v_MilitaryParade_g16_c04.avi,320,240,130,25.0
v_MilitaryParade_g21_c02.avi,320,240,137,25.0
v_MilitaryParade_g25_c02.avi,320,240,93,25.0
v_MilitaryParade_g12_c04.avi,320,240,118,25.0
v_MilitaryParade_g25_c05.avi,320,240,124,25.0
v_MilitaryParade_g12_c03.avi,320,240,130,25.0
v_MilitaryParade_g16_c03.avi,320,240,146,25.0
v_MilitaryParade_g06_c02.avi,320,240,111,25.0
v_MilitaryParade_g02_c02.avi,320,240,128,25.0
v_MilitaryParade_g07_c03.avi,320,240,143,25.0
v_MilitaryParade_g03_c03.avi,320,240,93,25.0
v_MilitaryParade_g03_c04.avi,320,240,112,25.0
v_MilitaryParade_g07_c04.avi,320,240,156,25.0
v_MilitaryParade_g17_c05.avi,320,240,147,25.0
v_MilitaryParade_g20_c03.avi,320,240,153,25.0
v_MilitaryParade_g24_c03.avi,320,240,101,25.0
v_MilitaryParade_g24_c04.avi,320,240,106,25.0
v_MilitaryParade_g13_c02.avi,320,240,90,25.0
v_MilitaryParade_g17_c02.avi,320,240,138,25.0
v_MilitaryParade_g20_c04.avi,320,240,149,25.0
v_MilitaryParade_g08_c01.avi,320,240,126,25.0
v_MilitaryParade_g04_c01.avi,320,240,137,25.0
v_MilitaryParade_g23_c01.avi,320,240,123,25.0
v_MilitaryParade_g02_c04.avi,320,240,119,25.0
v_MilitaryParade_g06_c04.avi,320,240,124,25.0
v_MilitaryParade_g06_c03.avi,320,240,117,25.0
v_MilitaryParade_g02_c03.avi,320,240,112,25.0
v_MilitaryParade_g25_c04.avi,320,240,119,25.0
v_MilitaryParade_g12_c02.avi,320,240,151,25.0
v_MilitaryParade_g16_c02.avi,320,240,124,25.0
v_MilitaryParade_g21_c04.avi,320,240,101,25.0
v_MilitaryParade_g21_c03.avi,320,240,122,25.0
v_MilitaryParade_g25_c03.avi,320,240,128,25.0
v_MilitaryParade_g12_c05.avi,320,240,130,25.0
v_MilitaryParade_g05_c01.avi,320,240,93,25.0
v_MilitaryParade_g09_c06.avi,320,240,135,25.0
v_MilitaryParade_g01_c01.avi,320,240,128,25.0
v_MilitaryParade_g09_c01.avi,320,240,99,25.0
v_MilitaryParade_g01_c06.avi,320,240,136,25.0
v_MilitaryParade_g15_c07.avi,320,240,158,25.0
v_MilitaryParade_g22_c01.avi,320,240,134,25.0
v_MilitaryParade_g19_c07.avi,320,240,146,25.0
v_MilitaryParade_g18_c01.avi,320,240,140,25.0
v_MilitaryParade_g10_c01.avi,320,240,136,25.0
v_MilitaryParade_g18_c06.avi,320,240,124,25.0
v_MilitaryParade_g14_c01.avi,320,240,151,25.0
v_MilitaryParade_g13_c03.avi,320,240,131,25.0
v_MilitaryParade_g17_c03.avi,320,240,138,25.0
v_MilitaryParade_g17_c04.avi,320,240,143,25.0
v_MilitaryParade_g20_c02.avi,320,240,150,25.0
v_MilitaryParade_g24_c02.avi,320,240,109,25.0
v_MilitaryParade_g13_c04.avi,320,240,133,25.0
v_MilitaryParade_g07_c05.avi,320,240,148,25.0
v_MilitaryParade_g07_c02.avi,320,240,144,25.0
v_MilitaryParade_g03_c02.avi,320,240,112,25.0
v_StillRings_g12_c04.avi,320,240,137,25.0
v_StillRings_g25_c02.avi,320,240,187,25.0
v_StillRings_g21_c02.avi,320,240,280,25.0
v_StillRings_g16_c04.avi,320,240,222,25.0
v_StillRings_g21_c05.avi,320,240,1776,25.0
v_StillRings_g16_c03.avi,320,240,180,25.0
v_StillRings_g12_c03.avi,320,240,167,25.0
v_StillRings_g25_c05.avi,320,240,125,25.0
v_StillRings_g02_c02.avi,320,240,94,25.0
v_StillRings_g06_c02.avi,320,240,78,25.0
v_StillRings_g15_c01.avi,320,240,166,25.0
v_StillRings_g11_c01.avi,320,240,161,25.0
v_StillRings_g19_c01.avi,320,240,195,25.0
